Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0145300008120000026;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300008120000026;Определение поставщика отменено;Ремонт участка автомобильнойдорогиместного значения общего пользованияпо адресу:Ленинградскаяобласть Гатчинский район п. Мыза-Ивановка ул. 4-я Тяговая протяженностью 800,0 п.м.;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ПУДОСТЬСКОЕ СЕЛЬСКОЕ ПОСЕЛЕНИЕ ГАТЧИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;10.07.2020;1 409 359,03 ₽;;;;;;;;;;;;;;
№ 0345200020320000004;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0345200020320000004;Определение поставщика завершено;Поставка бумаги печатной для офисной техники;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫЛЕНИНГРАДСКОЙОБЛАСТИ ""МУЗЕЙНО-МЕМОРИАЛЬНЫЙ КОМПЛЕКС ""ДОРОГАЖИЗНИ""";10.07.2020;12 050,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0345200020320000004;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""МУЗЕЙНО-МЕМОРИАЛЬНЫЙ КОМПЛЕКС ""ДОРОГА ЖИЗНИ""";Лях ирина анатольевн А.;1 - Победитель;11 800,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИНЕВИЯ ГРАНД""";2 - Второй номер;11 940,00;;;;;;
№ 0145300009620000296;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300009620000296;Определение поставщика завершено;Выполнение работ по устранению деформаций и повреждений асфальтобетонного покрытия автомобильныхдорогв г.Тихвин (542 кв.м.);АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ТИХВИНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОНЛЕНИНГРАДСКОЙОБЛАСТИ;10.07.2020;628 294,96 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300009620000296;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ТИХВИНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЛОДЕЙНОПОЛЬСКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";;628 294,96;;;;;;
№ 0145300014820000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300014820000013;Определение поставщика завершено;Ремонт участков автомобильныхдорогобщего пользования местного значения расположенных по адресам: ул. Просторная в д. Гришино, ул. Солнечная в д. Купецкое, ул. Прибрежная в д. Согиницы, ул. Переливчатая в д. Ульино, ул. Кашинская и ул. Прибрежная в д. Усланка Подпорожского районаЛенинградскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВАЖИНСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ ПОДПОРОЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ""";10.07.2020;1 777 778,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300014820000013;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВАЖИНСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ ПОДПОРОЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";;;;;;;;;;;;
№ 0145300014320000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300014320000013;Определение поставщика завершено;Устройство пешеходной дорожки по пер. Бородулина и уличного освещения в квартале от пер. Бородулина до ул. Пушкина в п. Оредеж Лужского районаЛенинградскойобласти;АДМИНИСТРАЦИЯ ОРЕДЕЖСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЛУЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;09.07.2020;2 364 061,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300014320000013;АДМИНИСТРАЦИЯ ОРЕДЕЖСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЛУЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ЗАПАДНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""";;2 364 061,00;;;;;;
№ 0145300002920000039;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145300002920000039;Определение поставщика завершено;Выполнение работ по разработке ПОДД и КСОДД автомобильныхдорогобщего пользования местного значения на территории Любанского городского поселения Тосненского районаЛенинградскойобласти;АДМИНИСТРАЦИЯ ЛЮБАНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТОСНЕНСКОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;09.07.2020;250 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300002920000039;АДМИНИСТРАЦИЯ ЛЮБАНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТОСНЕНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЭН-ЭНЕРГИЯ""";;240 000,00;;;;;;
№ 0319300011320000015;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0319300011320000015;Определение поставщика завершено;Ремонт автомобильнойдорогиобщего пользования местного значения пр.Ленинградскийучастки 1, 2 от ПК5+27,  протяженностью 44 м;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";09.07.2020;727 916,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0319300011320000015;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Самвелян серине сергеевн А.;;727 916,40;;;;;;
№ 0145300019220000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300019220000011;Определение поставщика завершено;Восстановление профилядорогив пос. Суходолье ул. Лесная;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ РОМАШКИНСКОЕ СЕЛЬСКОЕ ПОСЕЛЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ПРИОЗЕРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОНЛЕНИНГРАДСКОЙОБЛАСТИ;09.07.2020;639 300,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300019220000011;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ РОМАШКИНСКОЕ СЕЛЬСКОЕ ПОСЕЛЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ПРИОЗЕРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Семикова А. А.;;639 300,00;;;;;;
№ 32009308000;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009308000;Закупка завершена;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения: ул. Матросова (от ул.Ленинградскаянабережная до ул. Строителей), ул. Гагарина (от ул. 50 лет ВЛКСМ до Воинского проезда, Красная площадь, ул. 50 лет ВЛКСМ (круговое движение) в г. Гагарин Смоленской области;"СМОЛЕНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ОБЛАСТНЫХ АВТОМОБИЛЬНЫХДОРОГ""";09.07.2020;18 928 660,44 ₽;;;;;;;;;;;;;;
№ 0145300005020000231;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300005020000231;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо адресу: РФ,Ленинградскаяобласть, Волховский муниципальный район, Усадищенское сельское поселение, д. Елошня;АДМИНИСТРАЦИЯ ВОЛХОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;09.07.2020;4 916 921,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300005020000231;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТРАНСПОРТНО - ХОЗЯЙСТВЕННАЯ ЭКСПЛУАТАЦИОННАЯ СЛУЖБА""";Гуринов М. В.;1 - Победитель;4 351 474,97;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСЭД""";2 - Второй номер;4 376 059,58;;;;;;
№ 0145200000420001189;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145200000420001189;Определение поставщика завершено;Оказание услуг по организации и проведению инфотура по маршруту  «ДорогаЖизни»;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;09.07.2020;2 675 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145200000420001189;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ИНФОРМАЦИОННО-ТУРИСТСКИЙ ЦЕНТР""";"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ РАЗВИТИЯ КУЛЬТУРЫ И МЕДИЦИНЫ, СОЦИАЛЬНОЙ ПОДДЕРЖКИ НАСЕЛЕНИЯ ""ШАГ ВПЕРЕД""";1 - Победитель;2 675 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОННЕКТ""";2 - Второй номер;2 500 000,00;;;;;;
№ 0145300022620000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300022620000004;Определение поставщика завершено;"Ремонт участкаавтодорогипо ул.Аэродромная от региональнойдорогидо гостиницы ""Суванто"" км 0+000 - км 0+137,27 в п.ст.Громово Приозерского районаЛенинградскойобласти; Ремонт участкаавтодорогипо ул.Аэродромная от региональнойдорогидо гостиницы ""Суванто"" км 0+137,27 - км 0+398 в п.ст.Громово Приозерского районаЛенинградскойобласти;";АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГРОМОВСКОЕ СЕЛЬСКОЕ ПОСЕЛЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ПРИОЗЕРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОНЛЕНИНГРАДСКОЙОБЛАСТИ;09.07.2020;4 191 265,78 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300022620000004;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГРОМОВСКОЕ СЕЛЬСКОЕ ПОСЕЛЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ПРИОЗЕРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН ЛЕНИНГРАДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГРАСПЕЦСТРОЙ""";1 - Победитель;3 784 539,28;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ИНВЕСТСТРОЙ""";2 - Второй номер;3 805 495,61;;;;;;
№ 0145300000920000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300000920000020;Определение поставщика завершено;Ремонт общей дворовой территории многоквартирного д.17 (2 подъезда) и д.26 по ул. Бумажников (асфальтирование) в г. Каменногорске;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КАМЕННОГОРСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" ВЫБОРГСКОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ";09.07.2020;3 598 849,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300000920000020;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КАМЕННОГОРСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" ВЫБОРГСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОЖНОЕ РСУ""";;3 580 854,75;;;;;;
№ 0145300010020000160;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300010020000160;Определение поставщика завершено;Выполнение работ по ремонту дворовой территории д.№40,44,48 по пр. Ленина г. Лодейное Поле.;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЛОДЕЙНОПОЛЬСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОНЛЕНИНГРАДСКОЙОБЛАСТИ;09.07.2020;16 212 096,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300010020000160;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЛОДЕЙНОПОЛЬСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН ЛЕНИНГРАДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТРОПРОЕКТ""";1 - Победитель;11 462 564,71;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЛИМП""";2 - Второй номер;11 543 625,19;;;;;;
№ 0345300038620000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0345300038620000011;Определение поставщика завершено;Ремонт дорожного покрытия автомобильнойдорогиместного значения общего пользования по адресу:Ленинградскаяобласть, Кировский район, г. Шлиссельбург, ул. Комсомольская, на участке от ул. Красного Тракта до дома № 9 по ул. Малоневский канал;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА И ОБЕСПЕЧЕНИЯ""";08.07.2020;2 376 730,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0345300038620000011;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА И ОБЕСПЕЧЕНИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЛИМП-СТРОЙ""";1 - Победитель;2 115 289,70;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ИНВЕСТСТРОЙ""";2 - Второй номер;2 115 289,70;;;;;;
№ 0145300002920000038;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300002920000038;Определение поставщика завершено;Ремонт участковдорогипо  ул. Ленина г. Любань Тосненского районаЛенинградскойобласти;АДМИНИСТРАЦИЯ ЛЮБАНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТОСНЕНСКОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;08.07.2020;4 389 012,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300002920000038;АДМИНИСТРАЦИЯ ЛЮБАНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТОСНЕНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНО БИЛДИНГ""";1 - Победитель;4 345 121,88;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФТС СТРОЙМОНТАЖ""";2 - Второй номер;4 367 066,94;;;;;;
№ 0345300138920000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0345300138920000005;Определение поставщика завершено;Проведение ремонтных работ дорожного покрытия и пешеходных дорожек Мурино;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СОДЕРЖАНИЕ И РАЗВИТИЕ ТЕРРИТОРИИ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""МУРИНСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" ВСЕВОЛОЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ";08.07.2020;6 212 262,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0345300138920000005;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СОДЕРЖАНИЕ И РАЗВИТИЕ ТЕРРИТОРИИ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""МУРИНСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" ВСЕВОЛОЖСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.Г.А СТРОЙ""";1 - Победитель;4 969 809,60;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА""";2 - Второй номер;5 000 870,91;;;;;;
№ 0145300008020000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300008020000007;Определение поставщика завершено;Ремонт автомобильнойдорогив д. Бор по ул. Песочная.;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПУДОМЯГСКОЕ СЕЛЬСКОЕ ПОСЕЛЕНИЕ"" ГАТЧИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ";08.07.2020;692 347,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300008020000007;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПУДОМЯГСКОЕ СЕЛЬСКОЕ ПОСЕЛЕНИЕ"" ГАТЧИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСКОМ-ГАТЧИНА""";1 - Победитель;396 147,80;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ""";2 - Второй номер;399 609,54;;;;;;
№ 0145200000420001179;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145200000420001179;Определение поставщика завершено;Выполнение комплекса инженерных изысканий и подготовку проекта планировки и межевания территории в целях размещения линейного объекта: «Реконструкция автомобильнойдорогиобщего пользования регионального значения «Подъезд к г. Колпино» в Тосненском районеЛенинградскойобласти»;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;08.07.2020;14 985 612,22 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145200000420001179;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФУНДАМЕНТСТРОЙ""";1 - Победитель;11 500 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИЛЬДИЯ СОВРЕМЕННЫХ ПРОЕКТОВ""";2 - Второй номер;12 000 000,00;;;;;;
№ 0145200000420001178;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145200000420001178;Определение поставщика завершено;"Разработка проектной и рабочей документации по объекту: ""Реконструкция мостового перехода через р.Мойка на км 47+300 автомобильнойдороги«Санкт-Петербург – Кировск» в Кировском районеЛенинградскойобласти""";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;08.07.2020;19 709 286,90 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145200000420001178;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛЕНИНГРАДСКАЯ ГЕНЕРАЛЬНАЯ ИНЖИНИРИНГОВАЯ ПРОЕКТНО-СТРОИТЕЛЬНАЯ ОРГАНИЗАЦИЯ""";;19 700 000,00;;;;;;
№ 0145300033420000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300033420000010;Определение поставщика завершено;«Ремонт участка грунтовойдорогис двумя  съездами от 373 км Федеральной трассы А 114 до въезда в д. Чудцы Самойловского сельского поселения Бокситогорского муниципального районаЛенинградскойобласти», «Ремонт участка грунтовойдорогипос. Коли от асфальтированной муниципальнойдорогидо дома № 14 по ул. Железнодорожная Самойловского сельского поселения Бокситогорского муниципального  районаЛенинградскойобласти»;АДМИНИСТРАЦИЯ САМОЙЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ БОКСИТОГОРСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;08.07.2020;2 350 015,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145300033420000010;АДМИНИСТРАЦИЯ САМОЙЛОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ БОКСИТОГОРСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПИКАЛЕВСКАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА №22""";;2 350 015,00;;;;;;
№ 0145200000420001177;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145200000420001177;Определение поставщика завершено;"Выполнение проектно-изыскательских работ по объекту: ""Устройство пешеходного перехода в разных уровнях на автомобильнойдорогеобщего пользования регионального значения «Санкт-Петербург – завод имени Свердлова – Всеволожск» на км 35""";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;08.07.2020;5 117 847,96 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0145200000420001177;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФУНДАМЕНТСТРОЙ""";;5 117 847,96;;;;;;
