Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 32009362906;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009362906;Закупка завершена;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 2145/ЗКТЭ-ДЖВ/20 на право заключения договора оказания услуг по погрузке и вывозу снега и наледи с территории вокзалов Северной РДЖВ.;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";29.07.2020;;;;;;;;;;;;;;;
№ 0130300023520000054;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000054;Определение поставщика завершено;Содержание и ремонт автомобильныхдороги искусственных сооружений вЧереповецкомрайонеВологодской области;АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;21.07.2020;15 878 100,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000054;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;;;;;;;;;;;
№ 0130200002420002115;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420002115;Определение поставщика завершено;Выполнение работ по восстановлению автобусной остановки на км 2+828 автомобильнойдорогеИрдоматка-Нова вЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;09.07.2020;1 558 187,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420002115;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙАРЕНДА""";;1 550 396,06;;;;;;
№ 0130200002420002044;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420002044;Определение поставщика завершено;Разработка проектной документации на ремонт моста через реку Музга км 362+520 на автомобильнойдорогеСергиев Посад-Калязин-Рыбинск-ЧереповецвЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;30.06.2020;1 500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420002044;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""ПРОЕКТИНЖГРУПП""";1 - Победитель;735 590,77;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДВК-ПРОЕКТ""";2 - Второй номер;789 022,66;;;;;;
№ 0130200002420002043;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420002043;Определение поставщика завершено;Разработка проектной документации на ремонт моста через реку Чистовка км 388+820 на автомобильнойдорогеСергиев Посад-Калязин-Рыбинск-ЧереповецвЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;30.06.2020;1 700 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420002043;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""ПРОЕКТИНЖГРУПП""";1 - Победитель;797 949,70;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДВК-ПРОЕКТ""";2 - Второй номер;825 008,87;;;;;;
№ 0130200002420002026;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420002026;Определение поставщика завершено;Разработка проектной документации на ремонт моста через реку Шарма км 368+995 на автомобильнойдорогеСергиев Посад-Калязин-Рыбинск-ЧереповецвЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;29.06.2020;1 500 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420002026;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""ПРОЕКТИНЖГРУПП""";1 - Победитель;737 500,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРМОСТСТРОЙ""";2 - Второй номер;745 000,00;;;;;;
№ 0130200002420002004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420002004;Определение поставщика завершено;Выполнение работ по восстановлению автобусных остановок на автомобильнойдорогеПодъезд к п. Суда км 2+200 слева, км 2+350 справа вЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;29.06.2020;995 737,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420002004;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС""";1 - Победитель;965 864,86;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙАРЕНДА""";2 - Второй номер;970 843,55;;;;;;
№ 0130200002420001971;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420001971;Определение поставщика завершено;Разработка проектной и сметной документации на ремонт автомобильнойдорогиСергиев Посад-Калязин-Рыбинск-ЧереповецвЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;26.06.2020;11 160 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420001971;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРПРОЕКТ""";1 - Победитель;2 734 200,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТНАЯ КОНТОРА""";2 - Второй номер;2 790 000,00;;;;;;
№ 0171200001920001131;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001920001131;Определение поставщика завершено;"Ремонт участков автомобильнойдорогиСергиев Посад - Калязин - Рыбинск -Череповец""Р-104"" в Угличском, Мышкинском, Рыбинском и Пошехонском муниципальных районах Ярославской области";ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ;19.06.2020;585 510 022,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171200001920001131;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЯРОСЛАВСКОЙ ОБЛАСТИ ""ЯРОСЛАВСКАЯ ОБЛАСТНАЯ ДОРОЖНАЯ СЛУЖБА""";Согласование получено;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНО-ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ-57""";;;;;;;
№ 0130200002420001696;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420001696;Определение поставщика завершено;Поставка автомобильного бензина и дизельного топлива на 2 полугодие 2020 года (Область);КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;01.06.2020;60 793 609,62 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420001696;"БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""ВОЛОГОДСКАЯ КАДЕТСКАЯ ШКОЛА-ИНТЕРНАТ ИМЕНИ БЕЛОЗЕРСКОГО ПОЛКА""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""ХАРОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""ТАРНОГСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""ВЫТЕГОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"КАЗЕННОЕ УЧРЕЖДЕНИЕ В СФЕРЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ НИКОЛЬСКОГО РАЙОНА""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""МЕЖДУРЕЧЕНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";;;;;;
№ 32009165050;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009165050;Закупка завершена;Запроса котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства, № П-30/1059 на право заключения договоров на поставку материалов для нужд СМТ-05;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";20.05.2020;;;;;;;;;;;;;;;
№ 0130300023520000044;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000044;Определение поставщика завершено;Ремонт автомобильныхдорог Череповецкогорайона Вологодской области на УДС п. Тоншалово ул. Мелиораторов;АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;12.05.2020;4 014 472,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000044;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕРЕПОВЕЦЗЕМСТРОЙ""";;4 014 472,00;;;;;;
№ 32009129684;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009129684;Закупка завершена;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 1465/ЗКТЭ-ДЖВ/20 на право заключения договоров выполнения работ при техническом содержании зданий вокзальных комплексов Северной РДЖВ по региону (вокзалы Северной РДЖВ);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";30.04.2020;;;;;;;;;;;;;;;
№ 0130200002420001295;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420001295;Определение поставщика завершено;Устройство искусственного электроосвещения, недостающих средств организации и регулирования дорожного движения на участке автомобильнойдорогиИрдоматка-Череповец, участок  км 2+210 - км 2+316 вЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;30.04.2020;1 113 553,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420001295;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙСЕРВИС""";1 - Победитель;974 358,75;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙСЕРВИС""";2 - Второй номер;979 926,52;;;;;;
№ 0130200002420001272;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420001272;Определение поставщика завершено;Разработка проектно-сметной документации на капитальный ремонт подъездной автомобильнойдорогик физкультурно-оздоровительному комплексу п. Тоншалово;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;29.04.2020;1 545 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420001272;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНТОРУМ""";1 - Победитель;595 925,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНЫЙ ИНСТИТУТ ""ТИТАН""";2 - Второй номер;603 650,00;;;;;;
№ 0171200001920000693;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001920000693;Определение поставщика завершено;"Ремонт автомобильнойдорогиСергиев Посад -Череповец- Рождествено ПК9+40-ПК11+90; ПК12+20-ПК14+50";ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ;29.04.2020;2 936 420,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171200001920000693;МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ ПОШЕХОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЯРОСЛАВСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЯРДОРМОСТ""";;2 936 420,40;;;;;;
№ 0130300023520000043;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000043;Определение поставщика завершено;Формирование современной городской среды вЧереповецкомрайоне. Благоустройство общественной территории по адресам:Череповецкийрайон,  д. Ботово ул.Ленина д.5, п.Суда ул.Заводская,с.Шухободь Абакановского СП ул. Центральная, п.Тоншалово ул.Молодежная д.3-5,п.Малечкино ул.Победы, д.Шулма Нелазское СП;АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;28.04.2020;3 343 752,76 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000043;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИСКЛИМАТ""";1 - Победитель;2 486 644,22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМДОРСЕРВИС""";2 - Второй номер;2 503 362,98;;;;;;
№ 0130300023520000042;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000042;Определение поставщика завершено;Формирование современной городской среды вЧереповецкомрайоне. Благоустройство дворовой территории по адресу: п.Малечкиноул.Молодежная д.48, ул.Победы д.8, д.Ботово ул.Школьная д.20, ул.Школьная д.22,ул.Ленина д.7 - д.3;АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;28.04.2020;3 579 759,05 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000042;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИСКЛИМАТ""";1 - Победитель;2 702 717,85;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМДОРСЕРВИС""";2 - Второй номер;2 720 616,65;;;;;;
№ 32009087045;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009087045;Закупка завершена;Открытый конкурс в электронной форме № 262/ОКЭ-ДКРС/20 на право заключения договора оказания услуг по теме: «Технологический и ценовой аудит проектной документации по объекту «Реконструкция станцииЧереповец-II Северной железнойдороги.2 Этап»;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";16.04.2020;434 142,53 ₽;;;;;;;;;;;;;;
№ 0530300001420000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0530300001420000003;Определение поставщика завершено;Выполнение работ по благоустройству дворовых территории многоквартирных домов, расположенных в Заягорбском микрорайоне в рамках муниципальной программы «Формирование современной городской среды муниципального образования «ГородЧереповец» на 2018-2022 год»;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ЧЕРЕПОВЦА ""ТЕПЛОЭНЕРГИЯ""";10.04.2020;7 729 347,44 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0530300001420000003;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ЧЕРЕПОВЦА ""ТЕПЛОЭНЕРГИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕКТОР""";1 - Победитель;7 652 053,96;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОАРА""";2 - Второй номер;7 690 700,70;;;;;;
№ 0530300001420000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0530300001420000002;Определение поставщика завершено;Выполнение работ по благоустройству дворовых территории многоквартирных домов, расположенных в Индустриальном микрорайоне в рамках муниципальной программы «Формирование современной городской среды муниципального образования «ГородЧереповец» на 2018-2022 год»;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ЧЕРЕПОВЦА ""ТЕПЛОЭНЕРГИЯ""";10.04.2020;6 510 225,72 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0530300001420000002;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ЧЕРЕПОВЦА ""ТЕПЛОЭНЕРГИЯ""";"ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""АСФАЛЬТ""";1 - Победитель;6 445 123,46;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТЕХСТРОЙ""";2 - Второй номер;6 477 674,59;;;;;;
№ 0130200002420000898;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130200002420000898;Определение поставщика завершено;Разработка проектной и сметной документации на ремонт автомобильнойдорогиАбаканово-Сумино-Шухтово-Дора вЧереповецкомрайоне Вологодской области;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;09.04.2020;2 120 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130200002420000898;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ВОЛОГОДСКОЙ ОБЛАСТИ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРПРОЕКТ""";1 - Победитель;1 417 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКОР""";2 - Второй номер;1 427 600,00;;;;;;
№ 0171200001920000443;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001920000443;Определение поставщика завершено;"Восстановление наружного освещения на автомобильнойдороге""Сергиев Посад-Калязин-Рыбинск-Череповец""Р-104"" в н.п. Юхоть в Мышкинском муниципальном районе Ярославской области";ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ;31.03.2020;7 221 699,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0171200001920000443;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЯРОСЛАВСКОЙ ОБЛАСТИ ""ЯРОСЛАВСКАЯ ОБЛАСТНАЯ ДОРОЖНАЯ СЛУЖБА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБАЛ ГРУПП АВТО""";1 - Победитель;6 638 915,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""";2 - Второй номер;6 675 023,50;;;;;;
№ 0130300023520000034;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000034;Определение поставщика завершено;Ремонт автомобильнойдорогиИрдоматка Романда II, III этапы вЧереповецкомрайоне в Вологодской области;АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;30.03.2020;41 678 302,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000034;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕРЕПОВЕЦДОРСТРОЙ""";;41 469 910,49;;;;;;
№ 0130300023520000033;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0130300023520000033;Определение поставщика завершено;Ремонтавтомобильнойдороги«Парфеново-Дементьево» вЧереповецкомрайоне Вологодскойобласти;АДМИНИСТРАЦИЯЧЕРЕПОВЕЦКОГОМУНИЦИПАЛЬНОГО  РАЙОНА;30.03.2020;41 219 721,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0130300023520000033;АДМИНИСТРАЦИЯ ЧЕРЕПОВЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕКТОР""";;41 013 622,39;;;;;;
