Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0179200001920000299;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0179200001920000299;Определение поставщика завершено;"Выполнение работ по ремонту автомобильнойдорогирегионального значения ""Пятигорск-Карачаевск"" участками  км 60+850-77+850";УПРАВЛЕНИЕ КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ В СФЕРЕ ЗАКУПОК;15.05.2020;210 300 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0179200001920000299;"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КАРАЧАЕВО-ЧЕРКЕССКОЕ РЕСПУБЛИКАНСКОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ОБЩЕГО ПОЛЬЗОВАНИЯ ТЕРРИТОРИАЛЬНОГО ЗНАЧЕНИЯ ""КАРАЧАЕВОЧЕРКЕСАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНИК""";;210 300 000,00;;;0917022245;;;
№ 0179200001920000298;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0179200001920000298;Определение поставщика отменено;"Выполнение работ по ремонту автомобильнойдорогирегионального значения ""Пятигорск-Карачаевск"" участками на км 77+850-94+850";УПРАВЛЕНИЕ КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ В СФЕРЕ ЗАКУПОК;15.05.2020;210 300 000,00 ₽;;;;;;;;;;;;;;
№ 0121300035320000076;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000076;Определение поставщика завершено;...дорогобщего пользования местного значения в границах муниципального образования города-курортаПятигорска...;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;14.05.2020;99 770 820,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035320000076;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОР""";1 - Победитель;86 301 759,30;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС-СК""";2 - Второй номер;86 800 613,40;;;2632107175;;;
№ 0121300035320000073;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000073;Определение поставщика завершено;Выполнение кадастровых работ по образованию земельного участка для размещения сетей водоснабжения, водоотведения, ливнеотведения, газоснабжения, электроснабжения и автомобильныхдорог, расположенными в микрорайоне Молодежный с. Золотушка, в кадастровом квартале 26:33:030101, ориентировочной площадью 11 га путем подготовки проекта межевания территории и межевого плана для последующего осуществления государственного кадастрового учета земельного участка.;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;13.05.2020;153 333,33 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035320000073;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ГОРОДА ПЯТИГОРСКА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЯТИГОРСКИЙ ЗЕМЕЛЬНЫЙ КОМИТЕТ""";1 - Победитель;49 111,84;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕОМЕТРИЯ""";2 - Второй номер;49 878,51;;;2632100525;;;
№ 0121300035320000072;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000072;Определение поставщика завершено;Выполнение кадастровых работ по образованию трех земельных участков под автомобильнымидорогами(вокруг горы Машук от проспекта Калинина до санатория им.С.М. Кирова, на вершину г.Машук, от бульвара Гагарина до проспекта Калинина) и земельного участка под терренкурами, расположенными на горе Машук в кадастровом квартале 26:33:180101, ориентировочной площадью 154415 кв.м путем подготовки проекта межевания территории и четырех межевых планов для последующего осуществления государственного кадастрового учета земельных участков.;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;13.05.2020;206 666,67 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035320000072;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ГОРОДА ПЯТИГОРСКА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЯТИГОРСКИЙ ЗЕМЕЛЬНЫЙ КОМИТЕТ""";1 - Победитель;39 966,67;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕОМЕТРИЯ""";2 - Второй номер;41 000,00;;;2632100525;;;
№ 0121300035320000064;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000064;Определение поставщика завершено;Выполнение работ по ремонту асфальтобетонного покрытия автомобильныхдороггорода-курортаПятигорска(2-я очередь);АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;06.05.2020;4 079 854,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035320000064;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";Захарченко В. В.;1 - Победитель;3 365 879,55;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ''ДЕБЮТ'';2 - Второй номер;3 386 278,82;;;Да;;;
№ 32009110185;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009110185;Закупка завершена;Запрос котировок с ограниченным участием в электронной форме № 4707/ЗКТОЭ-АО «РЖДстрой»/2020 на право заключения договоров, на выполнение работ на объектах Северо-Кавказкой  железнойдороги.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";24.04.2020;;;;;;;;;;;;;;;
№ 0121300035320000052;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000052;Определение поставщика завершено;Выполнение работ по содержанию и ремонту светофорных объектов, нанесение дорожной разметки, установки дорожных знаков в г.Пятигорске;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;10.04.2020;6 351 818,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035320000052;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";;Принято решение о признании только одного участника закупки, подавшего заявку на участие в электронном аукционе, его участником. По результатам рассмотрения заявки единственного участника, данная заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. (п. 3 ч.2 ст. 71);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС""";;6 351 818,00;;;2635802191;;;
№ 0121300035320000051;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000051;Определение поставщика отменено;...дорогобщего пользования местного значения в границах муниципального образования города-курортаПятигорска...;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;10.04.2020;99 770 820,00 ₽;;;;;;;;;;;;;;
№ 0321500002320000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0321500002320000012;Определение поставщика отменено;"Выполнение работ по устройству дорожной разметки на автомобильнойдорогеПодъезд к пос. Прогресс от автомобильнойдороги""Новопавловск - Зольская -Пятигорск"", км 0+000 - км 7+175, Новопавловск - Крупско-Ульяновский, км 0+000 - км 20+150, Проезд по улицам ст-цы Зольской, км 0+000 - км 5+956";"КИРОВСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВАВТОДОР"" КИРОВСКИЙ ФИЛИАЛ ГБУ СК ""СТАВАВТОДОР""";02.04.2020;1 420 904,00 ₽;;;;;;;;;;;;;;
№ 0321500002320000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0321500002320000007;Определение поставщика отменено;Выполнение работ по устройству дорожной разметки на автомобильнойдорогеНовопавловск - Зольская -Пятигорск, км 0+000 - км 41+350;"КИРОВСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВАВТОДОР"" КИРОВСКИЙ ФИЛИАЛ ГБУ СК ""СТАВАВТОДОР""";02.04.2020;2 754 961,00 ₽;;;;;;;;;;;;;;
№ 32009037862;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009037862;Закупка завершена;Конкурентный отбор в электронной форме № 33/КОТЭ-ДЖВ/20 на право заключения договора выполнения работ по демонтажу неиспользуемых зданий вокзалаПятигорск;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";26.03.2020;979 992,00 ₽;;;;;;;;;;;;;;
№ 0121300035320000043;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000043;Определение поставщика завершено;Выполнение работ по ремонту автобусных и трамвайных остановок в г.Пятигорске;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;25.03.2020;1 996 098,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035320000043;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";Шебалдасов О. Г.;1 - Победитель;1 090 708,10;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОЛОГИЧЕСКИЙ СЕРВИС""";2 - Второй номер;1 100 688,59;;;Да;;;
№ 0121300035320000040;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000040;Определение поставщика завершено;Выполнение работ по ремонту асфальтобетонного покрытия автомобильныхдороггорода-курортаПятигорска;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;20.03.2020;5 187 439,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035320000040;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС-СК""";1 - Победитель;4 616 820,60;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОМАГИСТРАЛЬ СК""";2 - Второй номер;4 642 757,80;;;2635216831;;;
№ 0121300035320000030;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000030;Определение поставщика отменено;...дорогобщего пользования местного значения в границах муниципального образования города-курортаПятигорска...;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;13.03.2020;99 770 820,00 ₽;;;;;;;;;;;;;;
№ 0121300035320000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035320000021;Определение поставщика завершено;Выполнение кадастровых работ по подготовке схемы расположения земельного участка на кадастровом плане территории и межевого плана для последующего осуществления государственного кадастрового учета земельного участка, расположенного в районе садовых участков 76, 77 и 78 с/т «Отдых» (массив 11) поавтодороге«Подъезд к станции Константиновской» от Федеральной автомобильнойдорогиМ-29 «Кавказ», ориентировочной площадью 1000 кв. м для размещения объекта делового управления.;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;03.03.2020;16 666,67 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035320000021;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ГОРОДА ПЯТИГОРСКА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЯТИГОРСКИЙ ЗЕМЕЛЬНЫЙ КОМИТЕТ""";1 - Победитель;16 583,34;Мироненко А. М.;2 - Второй номер;16 583,34;;;2632100525;;;
№ 32008826925;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32008826925;Закупка завершена;"Выполнение работ по восстановлению асфальтобетонного покрытиядорогдля обеспечения нужд производственно – технического подразделенияПятигорскоефилиала ГУП СК «Ставрополькрайводоканал» - ""Кавминводоканал""";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬКРАЙВОДОКАНАЛ""";31.01.2020;907 202,40 ₽;;;;;;;;;;;;;;
№ 0121600013119000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600013119000016;Определение поставщика отменено;Оказание услуг по строительному контролю на выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения улица Пионерская (от ул.Пятигорскаядо ул. Кабардинская) в поселке Прогресс Кировского городского округа Ставропольского края, пер. Веселый (от р. Золка до дома №21) в станице Зольская Кировского городского округа Ставропольского края;ЗОЛЬСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ АДМИНИСТРАЦИИ КИРОВСКОГО ГОРОДСКОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;30.12.2019;367 018,00 ₽;;;;;;;;;;;;;;
№ 0121300035319000354;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035319000354;Определение поставщика завершено;"Выполнение работ по разработке проектно-сметной документации ""Реконструкция автомобильнойдорогиобщего пользования местного значения ул. Вишневая пос. Свободы г.Пятигорск""";АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;26.12.2019;1 140 629,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035319000354;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТОВПРОЕКТ""";;1 140 629,00;;;6165173944;;;
№ 0121600013119000015;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600013119000015;Определение поставщика завершено;Ремонт автомобильныхдорогобщего пользования местного значения улица Пионерская (от ул.Пятигорскаядо ул. Кабардинская) в поселке Прогресс Кировского городского округа Ставропольского края, пер. Веселый (от р. Золка до дома №21) в станице Зольская Кировского городского округа Ставропольского края;ЗОЛЬСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ АДМИНИСТРАЦИИ КИРОВСКОГО ГОРОДСКОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;24.12.2019;17 151 135,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121600013119000015;ЗОЛЬСКИЙ ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ АДМИНИСТРАЦИИ КИРОВСКОГО ГОРОДСКОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;;Принято решение о признании только одного участника закупки, подавшего заявку на участие в электронном аукционе, его участником. По результатам рассмотрения заявки единственного участника, данная заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. (п. 3 ч.2 ст. 71);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИМАНДОРСТРОЙ""";;17 151 135,00;;;2609800110;;;
№ 0121300035319000343;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300035319000343;Определение поставщика завершено;"Выполнение работ по ремонтудорогобщего пользования местного значения в границах муниципального образования города-курортаПятигорска: ул. Московская; ул. Пионерлагерная; ул. Рубина; ул. Фрунзе; ул. Делегатская; пер. Зеленый; ул. Крайнего; пр-кт Горького; ул. Ивовая;  пос. Горячеводский, ул. Садовая; ул. Подстанционная; пос. Свободы, ул. Пожарского; пос. Горячеводский, ул. Заводская; пос. Горячеводский, ул. Горячеводская.";АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;19.12.2019;92 249 614,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035319000343;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС-СК""";;92 249 614,00;;;2635216831;;;
№ 31908680813;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31908680813;Закупка завершена;"Выполнение работ по восстановлению асфальтобетонного покрытиядорогдля обеспечения нужд производственно – технического подразделенияПятигорскоефилиала ГУП СК «Ставрополькрайводоканал» - ""Кавминводоканал""";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬКРАЙВОДОКАНАЛ""";18.12.2019;907 202,40 ₽;;;;;;;;;;;;;;
№ 0321100019419000155;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0321100019419000155;Определение поставщика завершено;Оказание услуг по  охране  административных здании и прилегающих к ним огороженной территории ФКУ Упрдор «Кавказ» (в Ставропольском крае г.Пятигорск)и помещений офисов филиалов: в Кабардино-Балкарской Республике, в Республике Северная Осетия-Алания и Карачаево-Черкесской Республике;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""КАВКАЗ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";10.12.2019;9 296 973,32 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0321100019419000155;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""КАВКАЗ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОХРАННОЕ ПРЕДПРИЯТИЕ ""ГАЛЕРЕЯ""";1 - Победитель;;"КОМПАНИЯ ОХРАННОЙ ДЕЯТЕЛЬНОСТИ ""CТРАЖ"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";2 - Второй номер;9 103 860,00;;;2636088477;;;
№ 31908550282;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31908550282;Закупка завершена;Строительство ВЛ-0,4 кВ от ВЛ-0,4 кВ Ф-3 до границы земельного участка Заявителя, г. Ессентуки, междуавтодорогой Пятигорск-Кисловодск и полосой отвода железнойдороги;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕССЕНТУКСКАЯ СЕТЕВАЯ КОМПАНИЯ""";21.11.2019;475 595,80 ₽;;;;;;;;;;;;;;
№ 0179200001919000661;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0179200001919000661;Определение поставщика завершено;"Выполнение работ по ремонту автомобильнойдорогирегионального значения ""Пятигорск-Карачаевск"" участками  км 54+850-56+850; 56+850-58+850; 58+850-60+850";УПРАВЛЕНИЕ КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ В СФЕРЕ ЗАКУПОК;14.11.2019;75 000 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0179200001919000661;"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КАРАЧАЕВО-ЧЕРКЕССКОЕ РЕСПУБЛИКАНСКОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ОБЩЕГО ПОЛЬЗОВАНИЯ ТЕРРИТОРИАЛЬНОГО ЗНАЧЕНИЯ ""КАРАЧАЕВОЧЕРКЕСАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНИК""";;75 000 000,00;;;0917022245;;;
№ 31908504592;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31908504592;Закупка завершена;"Конкурс с ограниченным участием в электронной форме № 9/КОЭ-ДЖВ/19 на право заключения договоров оказания услуг по обеспечению устойчивого функционирования транспортного комплекса ОАО ""РЖД"" от противоправных (неправомерных) действий (бездействий) угрожающих деятельности транспортных комплексов";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";11.11.2019;;;;;;;;;;;;;;;
№ 0121300035319000262;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0121300035319000262;Определение поставщика завершено;Выполнение работ по ремонтудорогис гравийным покрытием по ул. Лысенковская г.Пятигорска;АДМИНИСТРАЦИЯ ГОРОДАПЯТИГОРСКА;06.11.2019;403 076,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121300035319000262;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРТИКАЛЪ""";1 - Победитель;319 000,00;Кузьмин В. П.;2 - Второй номер;397 076,00;;;0725027120;;;
№ 31908426694;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31908426694;Закупка завершена;Выполнение работ по капитальному ремонту участка автомобильнойдорогиНовопавловск-Зольская-Пятигорск, км 31+070 – км 33+670 в Кировском районе (Посадка деревьев);"Государственное унитарное предприятие Ставропольского края ""Кировское межрайонное дорожно-ремонтно-строительное управление""";22.10.2019;2 220 941,00 ₽;;;;;;;;;;;;;;
№ 0121200000719000026;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121200000719000026;Определение поставщика завершено;Выполнение работ по разработке проектной документации на  реконструкцию автомобильнойдороги«Северо-Западный обход г.Пятигорска», км 12+950 (устройство переходно-скоростных полос и съезда);МИНИСТЕРСТВО ДОРОЖНОГО ХОЗЯЙСТВА И ТРАНСПОРТА СТАВРОПОЛЬСКОГО КРАЯ;21.10.2019;1 986 666,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0121200000719000026;МИНИСТЕРСТВО ДОРОЖНОГО ХОЗЯЙСТВА И ТРАНСПОРТА СТАВРОПОЛЬСКОГО КРАЯ;;;;;;;;;;;;
№ 2100700003119000030;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=2100700003119000030;Определение поставщика завершено;ОКАЗАНИЕ УСЛУГ ПО ТРАНСПОРТИРОВАНИЮ ТВЕРДЫХ КОММУНАЛЬНЫХ ОТХОДОВ В ЗОНЕ ДЕЯТЕЛЬНОСТИ РЕГИОНАЛЬНОГО ОПЕРАТОРА НА ТЕРРИТОРИИ ГОРОДА-КУРОРТА ЕССЕНТУКИ СТАВРОПОЛЬСКОГО КРАЯ (ЗОНА №5, ВЪЕЗД СО СТОРОНЫ Г.ПЯТИГОРСКАПО СУВОРОВСКОМУ ШОССЕ ДАЛЕЕ ПЕРЕСЕЧЕНИЕ УЛИЦ: УЛ. БУАЧИДЗЕ (НЕ ЧЕТНЫЕ НОМЕРА) /ЖЕЛЕЗНАЯДОРОГАДО 35 КМ КИСЛОВОДСКОЙ ВЕТКИ /УЛ. ЭЛЕВАТОРНАЯ/УЛ. ТУХАЧЕВСКОГО (ЧЕТНЫЕ НОМЕРА);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО""";18.10.2019;30 239 668,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=2100700003119000030;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УБОРОЧНЫЕ ТЕХНОЛОГИИ""";1 - Победитель;29 937 271,52;Дворников А. Н.;2 - Второй номер;30 088 469,86;;;2628058084;;;
