Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0348100042420000107;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0348100042420000107;Определение поставщика завершено;"Строительство и реконструкция автомобильнойдорогиМ-8 ""Холмогоры"" от Москвы через Ярославль, Вологду доАрхангельска.Реконструкция автомобильнойдорогиМ-8 ""Холмогоры"" Москва-Ярославль-Вологда-Архангельскна участке км 29 - км 47, Московская область (2.1 этап км 29+425 - км 32+600, 2.2 этап км 32+600 - км 35+200). Дооснащение локальных очистных сооружений канализационными насосными станциями (Лот 117)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""ЦЕНТРАЛЬНАЯ РОССИЯ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";07.08.2020;20 500 465,23 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0348100042420000107;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ""ЦЕНТРАЛЬНАЯ РОССИЯ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;;;;;;;;;;
№ 0324300026520000051;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300026520000051;Определение поставщика завершено;Выполнение  работ по текущему ремонту тротуаров, расположенных на ул. Северодвинская с. Верхняя Тойма Верхнетоемского районаАрхангельскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВЕРХНЕТОЕМСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";07.08.2020;260 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300026520000051;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВЕРХНЕТОЕМСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";Котельников М. А.;1 - Победитель;201 500,00;Коряпин А. И.;2 - Второй номер;202 800,00;;;Да;;;
№ 0124300031520000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300031520000016;Определение поставщика завершено;Модернизация нерегулируемых пешеходных переходов вблизи организаций дополнительного образования в г. Няндома;УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ НЯНДОМСКОГО МУНИЦИПАЛЬНОГО РАЙОНААРХАНГЕЛЬСКОЙОБЛАСТИ;07.08.2020;2 459 769,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300031520000016;УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ НЯНДОМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА АРХАНГЕЛЬСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНОЛИТ""";;2 459 769,00;;;2918009674;;;
№ 0156600037120000064;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600037120000064;Определение поставщика завершено;"Ремонт участка ул. Цветочная с.Архангельское(от ул. Центральная до дома № 16); ул. Пермяцкая (от ул. Полевая 0,260 км), ул. Свободы, ул. Заря Будущего, ул. Механизаторов (от ул. Попова до ул. Больничная), ул. Мира (от ул. Больничная до ул. Дружбы) с. Юсьва";АДМИНИСТРАЦИЯ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;07.08.2020;3 269 566,80 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600037120000064;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ ""УПРАВЛЕНИЕ ДОРОЖНОГО ХОЗЯЙСТВА И КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Власов М. С.;;3 269 566,80;;;Да;;;
№ 32009386472;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009386472;Закупка завершена;Оказание услуг по текущему обслуживанию и ремонту автомобилей для нужд Вологодского отряда филиала ФГП ВО ЖДТ России на Северной железнойдорогев г.Архангельск;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";07.08.2020;144 160,49 ₽;;;;;;;;;;;;;;
№ 0124300021020000308;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300021020000308;Определение поставщика завершено;"Выполнение работы по текущему ремонту въездного знака – символ «ГородАрхангельск» на км. 16+000автодороги Архангельск– Белогорский – Пинега – Кижма – Мезень в территориальном округе Варавино-Фактория муниципального образования ""ГородАрхангельск"", в 2020 году";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОДАРХАНГЕЛЬСК""";06.08.2020;73 853,68 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300021020000308;"АДМИНИСТРАЦИЯ ТЕРРИТОРИАЛЬНОГО ОКРУГА ВАРАВИНО-ФАКТОРИЯ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД АРХАНГЕЛЬСК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Едемский юрий викторович -.;;73 853,68;;;Да;;;
№ 0324300042020000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300042020000003;Определение поставщика завершено;Ремонт асфальтобетонного покрытия;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОДАРХАНГЕЛЬСК"" ""СРЕДНЯЯ ШКОЛА № 5""";05.08.2020;1 171 992,73 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300042020000003;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД АРХАНГЕЛЬСК"" ""СРЕДНЯЯ ШКОЛА № 5""";;;;;;;;;;;;
№ 0324300061820000058;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300061820000058;Определение поставщика завершено;"Выполнение  работ по подсыпкедорогПГС,  прочистке русел водопропускных канав на  автомобильныхдорогахобщего пользования местного значения в МО ""Оксовское""";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПЛЕСЕЦКИЙ РАЙОН""АРХАНГЕЛЬСКАЯОБЛАСТЬ РОССИЙСКАЯ ФЕДЕРАЦИЯ";04.08.2020;453 752,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300061820000058;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПЛЕСЕЦКИЙ РАЙОН"" АРХАНГЕЛЬСКАЯ ОБЛАСТЬ РОССИЙСКАЯ ФЕДЕРАЦИЯ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Бородин Н. В.;;453 752,00;;;Да;;;
№ 0324300061820000057;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300061820000057;Определение поставщика завершено;"Выполнение работ  по подсыпкедорогПГС, прочистке русел водопропускных канав на автомобильныхдорогахобщего пользования местного значения в МО ""Коневское""";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПЛЕСЕЦКИЙ РАЙОН""АРХАНГЕЛЬСКАЯОБЛАСТЬ РОССИЙСКАЯ ФЕДЕРАЦИЯ";04.08.2020;936 121,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300061820000057;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПЛЕСЕЦКИЙ РАЙОН"" АРХАНГЕЛЬСКАЯ ОБЛАСТЬ РОССИЙСКАЯ ФЕДЕРАЦИЯ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРД-ЛЕС""";;936 121,00;;;2920007610;;;
№ 0324300061820000056;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300061820000056;Определение поставщика завершено;"Выполнение работ по  подсыпкедорогПГС, прочистке русел  водопропускных канав  на автомобильныхдорогахобщего пользования местного значения в МО ""Федовское"" п. Липаково";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПЛЕСЕЦКИЙ РАЙОН""АРХАНГЕЛЬСКАЯОБЛАСТЬ РОССИЙСКАЯ ФЕДЕРАЦИЯ";04.08.2020;256 042,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300061820000056;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПЛЕСЕЦКИЙ РАЙОН"" АРХАНГЕЛЬСКАЯ ОБЛАСТЬ РОССИЙСКАЯ ФЕДЕРАЦИЯ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Минт А. П.;;256 042,00;;;Да;;;
№ 0324300070820000025;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300070820000025;Определение поставщика завершено;"Выполнение работ по объекту: ""Обустройство общественных территорий (дорожки по ул. Дзержинского, ул. Советская, вдоль дома №5 по ул. Циргвава, вдоль территории ДДТ) в г. МирныйАрхангельскойобласти"" в части обустройства дорожки по ул. Советская";"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";04.08.2020;2 123 209,20 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300070820000025;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""МИРНЫЙ"" ""МУНИЦИПАЛ-СЕРВИС""";;2 123 209,20;;;2925003610;;;
№ 0324300070820000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300070820000024;Определение поставщика завершено;"Выполнение работ по объекту: ""Обустройство общественных территорий (дорожки по ул. Дзержинского, ул. Советская, вдоль дома №5 по ул. Циргвава, вдоль территории ДДТ) в г. МирныйАрхангельскойобласти"" в части обустройства дорожки по ул. Дзержинского";"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";04.08.2020;2 736 010,80 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300070820000024;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""МИРНЫЙ"" ""МУНИЦИПАЛ-СЕРВИС""";;2 736 010,80;;;2925003610;;;
№ 0330100010520000095;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010520000095;Определение поставщика завершено;"Дополнительные работы по капитальному ремонту автомобильнойдорогиМ-8 ""Холмогоры"" Москва - Ярославль - Вологда -Архангельск.Подъезд к г. Кострома на участке км 48+000 - км 72+000 в Ярославской, Костромской областях";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСКФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";04.08.2020;2 624 536,80 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010520000095;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКС ГРУПП""";;2 624 536,80;;;7606120394;;;
№ 0324300070820000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300070820000023;Определение поставщика завершено;Выполнение работ по обустройству территории общего пользования от ул. Кооперативная в сторону гаража МУП «ЖЭУ»  в г. МирныйАрхангельскойобласти;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";04.08.2020;979 960,80 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300070820000023;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""МИРНЫЙ"" ""МУНИЦИПАЛ-СЕРВИС""";;979 960,80;;;2925003610;;;
№ 0131300016020000084;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300016020000084;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогипо ул. Видная в с.Архангельское;ОТДЕЛ ФИНАНСОВ АДМИНИСТРАЦИИ АННИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;04.08.2020;2 808 448,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0131300016020000084;АДМИНИСТРАЦИЯ АРХАНГЕЛЬСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ АННИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКРАЙ""";1 - Победитель;1 853 575,68;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСТЕРСТРОЙ""";2 - Второй номер;1 867 617,92;;;3665060485;;;
№ 0101500000320001103;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0101500000320001103;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования Республики Башкортостан регионального и межмуниципального значения вАрхангельском, Иглинском, Гафурийском районах;ГОСУДАРСТВЕННЫЙ КОМИТЕТ РЕСПУБЛИКИ БАШКОРТОСТАН ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ;03.08.2020;410 779 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0101500000320001103;ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ДОРОЖНОГО ХОЗЯЙСТВА РЕСПУБЛИКИ БАШКОРТОСТАН;Согласование получено;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАШКИРАВТОДОР""";;;;0274144861;;;
№ 0324300070820000022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0324300070820000022;Определение поставщика завершено;Выполнение работ по объекту: «Обустройство общественной территории по ул. Ленина (устройство дорожки по нечетной стороне) в г. МирныйАрхангельскойобласти», в части асфальтирования тротуара от ул. Советская до дома № 33 по ул. Ленина;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";03.08.2020;854 870,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0324300070820000022;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА, СТРОИТЕЛЬСТВА И ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МИРНОГО""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""МИРНЫЙ"" ""МУНИЦИПАЛ-СЕРВИС""";;854 870,40;;;2925003610;;;
№ 0124600000820000017;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124600000820000017;Определение поставщика завершено;Текущий ремонт асфальтобетонного покрытия по переулку Новый в п. Березник Виноградовского районаАрхангельскойобласти;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""БЕРЕЗНИКОВСКОЕ"" ВИНОГРАДОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА";03.08.2020;1 854 905,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124600000820000017;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""БЕРЕЗНИКОВСКОЕ"" ВИНОГРАДОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОРОГИ""";;1 854 905,00;;;2901115427;;;
№ 0124600000820000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124600000820000016;Определение поставщика завершено;Текущий ремонт асфальтобетонного покрытия по улице Романа Куликова в п. Березник Виноградовского районаАрхангельскойобласти;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""БЕРЕЗНИКОВСКОЕ"" ВИНОГРАДОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА";03.08.2020;7 223 391,23 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124600000820000016;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""БЕРЕЗНИКОВСКОЕ"" ВИНОГРАДОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОРОГИ""";;7 223 391,23;;;2901115427;;;
№ 32009371692;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009371692;Закупка завершена;Оказанию услуг по ямочному ремонту струйно-инъекционным методом Турбо;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА КОРЯЖМЫАРХАНГЕЛЬСКОЙОБЛАСТИ ""БЛАГОУСТРОЙСТВО""";31.07.2020;231 904,00 ₽;;;;;;;;;;;;;;
№ 0124300023920000068;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300023920000068;Определение поставщика завершено;"Выполнение работ по текущему ремонту автомобильнойдороги""Рыбогорская-Ивановская"" МО ""Никольское""";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ШЕНКУРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""АРХАНГЕЛЬСКОЙОБЛАСТИ";31.07.2020;498 270,24 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300023920000068;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ШЕНКУРСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН"" АРХАНГЕЛЬСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Колданов Е. С.;;498 270,24;;;Да;;;
№ 0124300024720000069;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300024720000069;Определение поставщика завершено;"Выполнение работ по устройству тротуара МБОУ ""Верхне-Устькулойская основная школа № 24"" по адресу: деревня Мелединская, дом 118 Вельского районаАрхангельскойобласти";АДМИНИСТРАЦИЯ ВЕЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНААРХАНГЕЛЬСКОЙОБЛАСТИ;31.07.2020;627 649,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300024720000069;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ВЕРХНЕ-УСТЬКУЛОЙСКАЯ ОСНОВНАЯ ШКОЛА № 24""";Третьяков Д. С.;1 - Победитель;445 479,25;Кудрявцев С. В.;2 - Второй номер;448 617,50;;;Да;;;
