№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;ИНН;Адрес;Контакты;ФИО Руководителя
№ 0325300034520000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0325300034520000019;Определение поставщика завершено;Ремонт покрытия автомобильнойдорогипо адресу:Астраханскаяобласть Черноярский район, с. Соленое Займище ул. Степная, ул. Северный квартал, ул. Интернациональная, ул. Революционная, ул. Колхозная, ул. Попова И.С., ул. Чувилева, ул. Строителей, ул. Молодежная, ул. Козлова, ул. Кузнечная на участке (ул. Строителей от домовладения №9/1 до домовладения №15/2);КОМИТЕТ  ИМУЩЕСТВЕННЫХ  ОТНОШЕНИЙ  ЧЕРНОЯРСКОГО  РАЙОНА;15.10.2020;825 674,21 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0325300034520000019;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СТАРТ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРРЕМСТРОЙ""";1 - Победитель;780 262,14;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРМОСТСТРОЙ""";2 - Второй номер;784 390,51;24.12.2020;26.11.2020;3025037086;414021, ОБЛ АСТРАХАНСКАЯ 30, Г АСТРАХАНЬ, УЛ БОЕВАЯ, ДОМ 134, СТРОЕНИЕ А, ЭТАЖ 2;;
№ 0325300034520000018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0325300034520000018;Определение поставщика завершено;Ремонт покрытия автомобильнойдорогипо адресу:Астраханскаяобласть Черноярский район, с. Соленое Займище ул. Степная, ул. Северный квартал, ул. Интернациональная, ул. Революционная, ул. Колхозная, ул. Попова И.С., ул. Чувилева, ул. Строителей, ул. Молодежная, ул. Козлова, ул. Кузнечная на участке (от домовладения №8 по ул. Северный Квартал до ул. Степная));КОМИТЕТ  ИМУЩЕСТВЕННЫХ  ОТНОШЕНИЙ  ЧЕРНОЯРСКОГО  РАЙОНА;14.10.2020;1 184 510,92 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0325300034520000018;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СТАРТ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРРЕМСТРОЙ""";1 - Победитель;1 119 362,87;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРМОСТСТРОЙ""";2 - Второй номер;1 125 285,42;24.12.2020;26.11.2020;3025037086;414021, ОБЛ АСТРАХАНСКАЯ 30, Г АСТРАХАНЬ, УЛ БОЕВАЯ, ДОМ 134, СТРОЕНИЕ А, ЭТАЖ 2;;
№ 0825500000620000132;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000132;Определение поставщика завершено;Работы по нанесению горизонтальной дорожной разметки красками (эмалями) на автомобильныхдорогахобщего пользования регионального или межмуниципального значенияАстраханскойобласти.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";13.10.2020;69 938 101,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0825500000620000132;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИ ДОРОГАМИ ОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСПОРТНАЯ КОМПАНИЯ ""ВОСТОК ЗАПАД ТРАНЗИТ""";1 - Победитель;34 969 050,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САМАРСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛАДЬЯ""";2 - Второй номер;40 214 407,65;31.12.2020;24.11.2020;5044053175;141551, ОБЛ МОСКОВСКАЯ, Р-Н СОЛНЕЧНОГОРСКИЙ, РАБОЧИЙ ПО АНДРЕЕВКА, 12А, АДМИНИСТРАТИВНОЕ ЗДАНИЕ,;7-499-9578100vzt.in@yandex.ru;
№ 0325300026820000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0325300026820000009;Определение поставщика завершено;Выполнение работ по ликвидации несанкционированных свалок отходов производства и потребления, расположенных по адресу:Астраханскаяобласть, Наримановский район, г. Нариманов,дорогак старой свалке и территория старой свалки;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "" ГОРОД НАРИМАНОВ""";13.10.2020;581 700,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0325300026820000009;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "" ГОРОД НАРИМАНОВ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКО-БАЛАНС""";1 - Победитель;507 954,89;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКИЙ ЦЕНТР ""ВДВ""";2 - Второй номер;510 863,39;10.01.2021;13.11.2020;3019015302;414041, ОБЛ АСТРАХАНСКАЯ 30, Г АСТРАХАНЬ, УЛ РЫБИНСКАЯ, ДОМ 9;субъект малого предпринимательства;
№ 0825300005520000114;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825300005520000114;Определение поставщика завершено;"""Ремонт автомобильнойдороги Астраханскаяобласть, Камызякский район, г. Камызяк, по ул. Кирова""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПО РЕАЛИЗАЦИИ ЦЕЛЕВЫХ ПРОГРАММ""";12.10.2020;1 209 405,60 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0825300005520000114;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КАМЫЗЯКСКИЙ РАЙОН""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Рстакян В. А.;;1 209 405,60;31.12.2020;03.11.2020;Да;414052, г. Астрахань, ул. Красноармейская, д.35, кв.48;субъект малого предпринимательства;
№ 0125300003920000091;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0125300003920000091;Определение поставщика завершено;"Ремонт автомобильнойдорогиобщего пользования местного значения по ул. Шубина (от ул. Финогенова до ул. Орджоникидзе) и ул. Орджоникидзе (от ул. Шубина до дома № 24 ""а"" по ул. Орджоникидзе) в г.АхтубинскеАстраханскойобласти.";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД АХТУБИНСК""";12.10.2020;1 508 987,68 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0125300003920000091;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД АХТУБИНСК""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРС""";;1 508 987,68;31.12.2020;05.11.2020;3001042344;416506, ОБЛ АСТРАХАНСКАЯ 30, Г АХТУБИНСК, УЛ ЩЕРБАКОВА, 15, В, 55;субъект малого предпринимательства;
№ 0825500000620000131;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000131;Определение поставщика завершено;Ремонт автомобильнойдорогиобщего пользования регионального значенияАстрахань- Образцово - Травино в Камызякском районеАстраханскойобласти на участке км 27+000-км 37+635 протяженностью 10,635 км;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";09.10.2020;131 320 510,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0825500000620000131;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИ ДОРОГАМИ ОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЗИР""";1 - Победитель;130 007 304,90;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСТРАХАНГЛАВСНАБ""";2 - Второй номер;130 663 907,45;31.12.2021;10.11.2020;7724762937;105118, Г МОСКВА, Ш ЭНТУЗИАСТОВ, ДОМ 34, Э/ПОМ/КОМ 4/I/11;7-499-5186756ooovizir@yandex.ru;
№ 0825500000620000130;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0825500000620000130;Определение поставщика завершено;Капитальный ремонт автомобильнойдорогиобщего пользования регионального значения Ступино-Поды на км 6+130 - км 9+680 в Черноярском районеАстраханскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";09.10.2020;55 784 489,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0825500000620000130;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИ ДОРОГАМИ ОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЗИР""";;55 784 489,00;31.12.2021;27.11.2020;7724762937;105118, Г МОСКВА, Ш ЭНТУЗИАСТОВ, ДОМ 34, Э/ПОМ/КОМ 4/I/11;7-499-5186756ooovizir@yandex.ru;
№ 0825500000620000129;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000129;Определение поставщика завершено;Выполнение работ по содержанию и эксплуатации паромных переправ и наплавного моста, расположенных на автомобильныхдорогахобщего пользования регионального значения в Камызякском районеАстраханскойобласти (Лот 4);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";08.10.2020;21 391 602,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0825500000620000129;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИ ДОРОГАМИ ОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИДРОТЕХМАШ""";;21 284 643,99;31.12.2021;23.11.2020;3023019726;416340, ОБЛ АСТРАХАНСКАЯ, Г КАМЫЗЯК, УЛ ПУШКИНА, ДОМ 154, КОРПУС (А);79171765072ooo_gidrotehmash@mail.ru;
№ 0825500000620000128;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000128;Определение поставщика завершено;Выполнение работ по содержанию и эксплуатации паромной переправы, расположенной на автомобильнойдорогеобщего пользования регионального значения в Харабалинском районеАстраханскойобласти (Лот 3);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";08.10.2020;6 199 297,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0825500000620000128;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИ ДОРОГАМИ ОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАРАБАЛИНСКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ""";;6 199 297,00;31.12.2021;18.11.2020;3022007140;416010, ОБЛ АСТРАХАНСКАЯ, Г ХАРАБАЛИ, УЛ 3-Я НАБЕРЕЖНАЯ, ДОМ 14,;79275733482hdrsp2@eandex.ru;
№ 0825500000620000127;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000127;Определение поставщика завершено;Выполнение работ по содержанию и эксплуатации паромных переправ и наплавного моста, расположенных на автомобильныхдорогахобщего пользования регионального значения в Володарском районеАстраханскойобласти (Лот 1);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";08.10.2020;28 246 289,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0825500000620000127;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИ ДОРОГАМИ ОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАРАБАЛИНСКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ""";;28 246 289,00;31.12.2021;18.11.2020;3022007140;416010, ОБЛ АСТРАХАНСКАЯ, Г ХАРАБАЛИ, УЛ 3-Я НАБЕРЕЖНАЯ, ДОМ 14,;79275733482hdrsp2@eandex.ru;
№ 0825500000620000126;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000126;Определение поставщика завершено;Выполнение работ по содержанию и эксплуатации паромной переправы, расположенной на автомобильнойдорогеобщего пользования регионального значения в Камызякском районеАстраханскойобласти (Лот 2);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";08.10.2020;7 802 790,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0825500000620000126;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИ ДОРОГАМИ ОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МНОГОПРОФИЛЬНАЯ ФИРМА""БАРК""";;7 802 790,00;31.12.2021;18.11.2020;3005007245;416309, ОБЛ АСТРАХАНСКАЯ, Р-Н КАМЫЗЯКСКИЙ, РАБОЧИЙ ПО ВОЛГО-КАСПИЙСКИЙ, УЛ ЛЕНИНА, 1,;78519033481159bark_mf@bk.ru;
№ 0825500000620000125;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000125;Определение поставщика отменено;Выполнение работ по содержанию и эксплуатации паромной переправы, расположенной на автомобильнойдорогеобщего пользования регионального значения в Икрянинском районеАстраханскойобласти (Лот 7);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";08.10.2020;9 465 704,00 ₽;;;;;;;;;;;;;;
№ 0125300005920000063;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0125300005920000063;Определение поставщика завершено;Выполнение работ по обустройству пешеходного перехода в с. Успенка Ахтубинского районаАстраханскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АХТУБИНСКИЙ РАЙОН""АСТРАХАНСКОЙОБЛАСТИ";08.10.2020;387 566,67 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0125300005920000063;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АХТУБИНСКИЙ РАЙОН"" АСТРАХАНСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Белов С. В.;;387 566,67;30.12.2020;06.11.2020;Да;400120 Волгоградская обл. г. Волгоград ул. Им. Паши Ангелиной, дом 87;7-903-3273008vlg.abris@yandex.ru;
№ 0825500000620000124;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000124;Определение поставщика завершено;Выполнение работ по содержанию и эксплуатации паромных переправ и наплавных мостов, расположенных на автомобильныхдорогахобщего пользования регионального значения в Икрянинском районеАстраханскойобласти (Лот 5);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";08.10.2020;23 048 543,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0825500000620000124;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИ ДОРОГАМИ ОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИДРОТЕХМАШ""";;22 933 300,28;31.12.2021;23.11.2020;3023019726;416340, ОБЛ АСТРАХАНСКАЯ, Г КАМЫЗЯК, УЛ ПУШКИНА, ДОМ 154, КОРПУС (А);79171765072ooo_gidrotehmash@mail.ru;
№ 0825500000620000123;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000123;Определение поставщика отменено;Выполнение работ по содержанию и эксплуатации паромной переправы, расположенной на автомобильнойдорогеобщего пользования регионального значения в Икрянинском районеАстраханскойобласти (Лот 6);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";08.10.2020;9 994 894,00 ₽;;;;;;;;;;;;;;
№ 0125300005920000062;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0125300005920000062;Определение поставщика завершено;Выполнение работ по обустройству пешеходного перехода в с. Сокрутовка Ахтубинского районаАстраханскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АХТУБИНСКИЙ РАЙОН""АСТРАХАНСКОЙОБЛАСТИ";08.10.2020;1 026 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0125300005920000062;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АХТУБИНСКИЙ РАЙОН"" АСТРАХАНСКОЙ ОБЛАСТИ";;;;;;;;;;;;
№ 0825500000620000122;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0825500000620000122;Определение поставщика отменено;Выполнение работ по содержанию и эксплуатации паромной переправы, расположенной на автомобильнойдорогеобщего пользования регионального значения в Икрянинском районеАстраханскойобласти (Лот 8);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕАСТРАХАНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИДОРОГАМИОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";08.10.2020;9 654 269,00 ₽;;;;;;;;;;;;;;
№ 0125300005920000061;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0125300005920000061;Определение поставщика завершено;Выполнение работ по обустройству пешеходного перехода по ул. Молодежная (район СОШ) в с. Батаевка Ахтубинского районаАстраханскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АХТУБИНСКИЙ РАЙОН""АСТРАХАНСКОЙОБЛАСТИ";08.10.2020;348 666,67 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0125300005920000061;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АХТУБИНСКИЙ РАЙОН"" АСТРАХАНСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Белов С. В.;;348 666,67;30.12.2020;05.11.2020;Да;400120 Волгоградская обл. г. Волгоград ул. Им. Паши Ангелиной, дом 87;7-903-3273008vlg.abris@yandex.ru;
№ 0125300005920000060;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0125300005920000060;Определение поставщика завершено;Выполнение работ по обустройству пешеходного перехода по ул. Ленина (район СОШ) в с. Золотуха Ахтубинского районаАстраханскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АХТУБИНСКИЙ РАЙОН""АСТРАХАНСКОЙОБЛАСТИ";08.10.2020;703 080,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0125300005920000060;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АХТУБИНСКИЙ РАЙОН"" АСТРАХАНСКОЙ ОБЛАСТИ";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;Белов С. В.;;703 080,00;30.12.2020;06.11.2020;Да;400120 Волгоградская обл. г. Волгоград ул. Им. Паши Ангелиной, дом 87;7-903-3273008vlg.abris@yandex.ru;
