№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;ИНН;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;Адрес;Контакты;ФИО Руководителя
№ 0156600026721000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000016;Определение поставщика завершено;"Ремонт автомобильнойдороги""Березовка - Тулумбасы"" - Плотниково км 004+500 - км 005+000";УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;18.02.2021;722 816,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000016;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000015;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;КИНШОВ АНДРЕЙ НИКОЛАЕВИЧ;519 156,00;22.03.2021 15:10 (МСК+2);;31.12.2021;22.03.2021;426011, Удмуртская Республика, г. Ижевск, ул. Карла Маркса,д.455, кв.1;89922042455kinhov2020@mail.ru;
№ 0315100000321000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000007;Определение поставщика завершено;Выполнение работ по объекту:  «Капитальный ремонт моста через реку Мулянка (левый) на км 11+295 автомобильнойдорогиР-242Пермь- Екатеринбург,ПермскийКрай»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";18.02.2021;193 622 360,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0315100000321000007;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";№1212600032321000019;1656035626;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.ЭЛИТ-ГРУПП""";193 500 000,00;02.04.2021 18:20 (МСК+2);;30.10.2022;02.04.2021;420107, РЕСП ТАТАРСТАН 16, Г КАЗАНЬ, УЛ МАРСЕЛЯ САЛИМЖАНОВА, ДОМ 9, КОРПУС 2, ПОМЕЩЕНИЕ 408;7-843-2120529oooaelit-group@yandex.ru;
№ 0156600026721000015;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000015;Определение поставщика завершено;"Ремонт автомобильнойдороги""Кунгур - Соликамск"" подъезд к д. Гладково км 000+000 - км 001+000";УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;18.02.2021;873 235,20 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000015;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000014;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;КИНШОВ АНДРЕЙ НИКОЛАЕВИЧ;645 904,00;18.03.2021 15:14 (МСК+2);;31.12.2021;18.03.2021;426011, Удмуртская Республика, г. Ижевск, ул. Карла Маркса,д.455, кв.1;89922042455kinhov2020@mail.ru;
№ 0315100000321000006;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000006;Определение поставщика завершено;Выполнение работ по объекту: «Ремонт моста через реку Большая Белая на км 187+082 (км 795+120) автомобильнойдорогиР-243 Кострома - Шарья - Киров -Пермь(участок Киров - Слободской - Белая Холуница - Омутнинск - Афанасьево - границаПермскогокрая) Кировская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";18.02.2021;77 394 420,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0315100000321000006;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;;;;;;;;;;
№ 0156600026721000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000014;Определение поставщика завершено;"Ремонт автомобильнойдороги""Березовка -Тулумбасы"" - Осиново км 000+000-км 001+000";УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;18.02.2021;987 429,60 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000014;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000013;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;КИНШОВ АНДРЕЙ НИКОЛАЕВИЧ;720 820,00;18.03.2021 15:05 (МСК+2);;31.12.2021;18.03.2021;426011, Удмуртская Республика, г. Ижевск, ул. Карла Маркса,д.455, кв.1;89922042455kinhov2020@mail.ru;
№ 0156600010121000029;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600010121000029;Определение поставщика завершено;РЕМОНТ АВТОМОБИЛЬНОЙДОРОГИПО УЛ. М. ГОРЬКОГО ОТ УЛ. ЛЕНИНА ДО УЛ. СВОБОДЫ В Р.П. КУСЬЕ-АЛЕКСАНДРОВСКИЙ;АДМИНИСТРАЦИЯ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;18.02.2021;8 386 903,20 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600010121000029;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3592103549321000009;5904136212;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" КОМОС""";8 344 968,68;26.03.2021 8:37 (МСК+2);;31.12.2021;26.03.2021;614000, г. Пермь, ул. Ленина, 10-16;83422072055oookomos@mail.ru;
№ 0156300008721000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156300008721000024;Определение поставщика завершено;Выполнение работ по нанесению дорожной разметки, обеспечению наличия нанесенной дорожной разметки и сохранности ее функциональных качеств на улично-дорожной сети Ленинского района городаПерми;АДМИНИСТРАЦИЯ  ГОРОДАПЕРМИ;17.02.2021;19 414 110,26 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156300008721000024;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ЛЕНИНСКОГО РАЙОНА""";№3590229362921000007;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ЛЕНИНСКОГО РАЙОНА""";Малыгин Илья Анатольевич;19 317 039,70;15.03.2021 16:20 (МСК+2);;31.12.2021;15.03.2021;624802, СВЕРДЛОВСКАЯ ОБЛАСТЬ, ГОРОД СУХОЙ ЛОГ, УЛИЦА СОВЕТСКАЯ, ДОМ 84;89506507345nat2017g@gmail.com;
№ 0156300008721000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156300008721000023;Определение поставщика завершено;Выполнение работ по ремонту тротуаров и газонов вдоль тротуаров на территории Ленинского района городаПерми;АДМИНИСТРАЦИЯ  ГОРОДАПЕРМИ;17.02.2021;5 157 600,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156300008721000023;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ЛЕНИНСКОГО РАЙОНА""";№3590229362921000006;5904284203;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ЛЕНИНСКОГО РАЙОНА""";"Общество с ограниченной ответственностью ""Строительная Компания ""УРАЛСТРОЙ""";3 094 560,00;15.03.2021 10:13 (МСК+2);;25.08.2021;15.03.2021;614010, КРАЙ ПЕРМСКИЙ, ГОРОД ПЕРМЬ, УЛИЦА КЛАРЫ ЦЕТКИН, ДОМ 14;(342)2055474yrstroy-perm@mail.ru;
№ 0156600010121000028;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600010121000028;Определение поставщика завершено;РЕМОНТ АВТОМОБИЛЬНЫХДОРОГ: ПО УЛ. СВОБОДЫ ОТ УЛ. КРАСНОАРМЕЙСКАЯ ДО УЛ. ЛЕНИНА, УЛ. ЛЕНИНА ОТ УЛ. СВОБОДЫ ДО УЛ. ПРОЛЕТАРСКАЯ, УЛ. ПРОЛЕТАРСКАЯ ОТ УЛ. ЛЕНИНА ДО УЛ. РОЗЫ ЛЮКСЕМБУРГ В Р.П. ПАШИЯ;АДМИНИСТРАЦИЯ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;5 126 060,40 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600010121000028;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3592103549321000014;5904067174;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;Общество с ограниченной ответственностью Евродорстрой;5 074 799,80;29.03.2021 15:52 (МСК+2);;31.12.2021;29.03.2021;614025, Пермский край, Пермь г, ул.Пихтовая, д.39;8-3422-155-225vadim@edsperm.ru;
№ 0156300002521000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156300002521000003;Определение поставщика завершено;Ремонт покрытия автомобильнойдорогипо     ул. Чкалова в п. Яйва;АДМИНИСТРАЦИЯ  АЛЕКСАНДРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАПЕРМСКОГОКРАЯ;17.02.2021;555 831,76 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156300002521000003;АДМИНИСТРАЦИЯ АЛЕКСАНДРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ПЕРМСКОГО КРАЯ;№3591000128421000011;5911081973;АДМИНИСТРАЦИЯ АЛЕКСАНДРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТУНА""";415 722,64;15.03.2021 9:56 (МСК+2);;21.07.2021;15.03.2021;618340, Пермский край, г Александровск, рп Яйва, ул Энергетиков, зд 9;89127804636gulikyan2012@yandex.ru;
№ 0156600042821000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600042821000008;Определение поставщика завершено;Ремонт участка автомобильнойдорогиул. Старково с. Рождественск от дома № 12 до дома № 41 и от дома № 74 до дома № 90;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;838 856,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600042821000008;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301274021000013;5933007966;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"Общество с ограниченной ответственностью ""Дорсервис""";767 553,24;19.03.2021 15:35 (МСК+2);;22.07.2021;19.03.2021;617210, Пермский край, Карагайский р-н, Карагай с, ул.Гагарина, д.28а;89026407001tiunovvm12@mail.ru;
№ 0156600042821000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600042821000007;Определение поставщика завершено;Ремонт участка автомобильнойдорогиул. Набережная д. Ярино км 000+000 - км 000+796;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;741 281,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600042821000007;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301274021000012;5903063836;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛКАПИТАЛСТРОЙ""";550 000,00;19.03.2021 15:29 (МСК+2);;22.07.2021;19.03.2021;614068, Пермский край, г. Пермь, улица Попова 59а;89026320315uksperm@gmail.com;
№ 0156600042821000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600042821000006;Определение поставщика завершено;Ремонт участка автомобильнойдорогиул. Запрудная д. Левино км 000+000 - км 000+580;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;608 466,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600042821000006;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301274021000010;5948060659;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСЕРВИС-ПЕРМЬ""";562 831,05;19.03.2021 15:13 (МСК+2);;22.07.2021;19.03.2021;618703, Пермский край, г Добрянка, пгт Полазна, ул Трухина, д 54;79082405815Pgt59@yandex.ru;
№ 0156600042821000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600042821000005;Определение поставщика завершено;Ремонт участка автомобильнойдорогиул. Гагарина с. Карагай от перекрестка с ул. Чкалова до перекрестка с ул. Полевая;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;5 420 267,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600042821000005;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301274021000023;5933005824;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АРСЕНАЛ""";4 000 000,00;23.03.2021 9:57 (МСК+2);;22.07.2021;23.03.2021;614068 Пермский край г Пермь ул Окулова, 75/8 этаж 2 Помещения 1-5;83429732181dsk_arsenal@mail.ru;
№ 0156600042821000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600042821000004;Определение поставщика завершено;Ремонт участка автомобильнойдорогиРождественск-Котельники км 000+000 - км 000+600;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;7 977 414,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600042821000004;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301274021000024;Да;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;Карапетян Ромик Жораевич;5 515 668,48;23.03.2021 10:02 (МСК+2);;22.07.2021;23.03.2021;617210, Пермский край, Карагайский район, с. Карагай, ул. Комсомольская 12-3,;89082643716romikkar1976@yandex.ru;
№ 0156600010121000027;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600010121000027;Определение поставщика завершено;РЕМОНТ АВТОМОБИЛЬНОЙДОРОГИПО УЛ. МИРА ОТ УЛ. ОКТЯБРЬСКАЯ ДО УЛ. СВЕРДЛОВА В Г. ГОРНОЗАВОДСКЕ;АДМИНИСТРАЦИЯ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;3 307 284,76 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600010121000027;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3592103549321000007;5904136212;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" КОМОС""";3 290 748,34;26.03.2021 8:36 (МСК+2);;31.12.2021;26.03.2021;614000, г. Пермь, ул. Ленина, 10-16;83422072055oookomos@mail.ru;
№ 0156600042821000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600042821000003;Определение поставщика завершено;"Ремонт участка автомобильнойдороги""Карагай-Ст. Пашня"" - Прокино км 003+100 - км 003+600";АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;6 655 999,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600042821000003;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301274021000022;5933005824;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АРСЕНАЛ""";5 488 995,55;23.03.2021 9:49 (МСК+2);;22.07.2021;23.03.2021;614068 Пермский край г Пермь ул Окулова, 75/8 этаж 2 Помещения 1-5;83429732181dsk_arsenal@mail.ru;
№ 0156600042821000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600042821000002;Определение поставщика завершено;Ремонт участка автомобильнойдорогиНытва-Кудымкар-ст.2 Менделеево км 001+000 - км 002+000;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;7 122 272,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600042821000002;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301274021000009;5933005824;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АРСЕНАЛ""";6 000 000,00;19.03.2021 15:03 (МСК+2);;22.07.2021;19.03.2021;614068 Пермский край г Пермь ул Окулова, 75/8 этаж 2 Помещения 1-5;83429732181dsk_arsenal@mail.ru;
№ 0156600015521000033;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015521000033;Определение поставщика завершено;Ремонт участков автомобильныхдорог: д. Большой Сарс ул. ...;АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;9 321 229,60 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015521000033;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И БЛАГОУСТРОЙСТВА ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3595189916221000029;5906121620;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И БЛАГОУСТРОЙСТВА ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ""";"Общество с ограниченной ответственностью ""Профит""";7 783 226,65;26.03.2021 15:35 (МСК+2);;22.09.2021;26.03.2021;614056, КРАЙ ПЕРМСКИЙ, ГОРОД ПЕРМЬ, УЛИЦА СОЛИКАМСКАЯ, ДОМ 273А, ОФИС 307;83426621585chadmet2010@yandex.ru;
№ 0156600042821000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600042821000001;Определение поставщика завершено;Ремонт участка автомобильнойдорогиКарагай-Нердва-Ст. Пашня (уч. Карагай-Нердва) 035+206 - 057+000 км 035+206 - км 036+206;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;15 482 914,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600042821000001;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301274021000011;Да;АДМИНИСТРАЦИЯ КАРАГАЙСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;ДЖИНИСЯН МКРТИЧ СААКОВИЧ;11 989 978,51;19.03.2021 15:17 (МСК+2);;22.07.2021;19.03.2021;617210, Пермский край, Карагайский р-н, Карагай с, ул.КОМСОМОЛЬСКАЯ, д.8 - 16;83429732033ooostroyprestig@yandex.ru;
№ 0156600010121000025;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600010121000025;Определение поставщика завершено;РЕМОНТ АВТОМОБИЛЬНОЙДОРОГИПО УЛ. КРАСНЫХ ПАРТИЗАН ОТ УЛ. КИРОВА ДО УЛ. ШКОЛЬНАЯ В Г. ГОРНОЗАВОДСКЕПЕРМСКОГОКРАЯ;АДМИНИСТРАЦИЯ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;17.02.2021;2 551 003,20 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600010121000025;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3592103549321000008;5904136212;УПРАВЛЕНИЕ РАЗВИТИЯ ИНФРАСТРУКТУРЫ АДМИНИСТРАЦИИ ГОРНОЗАВОДСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" КОМОС""";2 461 718,06;29.03.2021 8:21 (МСК+2);;31.12.2021;29.03.2021;614000, г. Пермь, ул. Ленина, 10-16;83422072055oookomos@mail.ru;
