Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0332300141320000031;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0332300141320000031;Определение поставщика завершено;выполнениепроектно-изыскательских работ по объекту: «Строительство автомобильнойдорогипо ул. Советская, ул. Колхозная, ул. Октябрьская в с. Акаево ПочинковскогорайонаНижегородскойобласти»;АДМИНИСТРАЦИЯ ПОЧИНКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;24.08.2020;3 045 276,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300141320000031;АДМИНИСТРАЦИЯ ПОЧИНКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСТ""";1 - Победитель;2 650 000,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТ-СИТИ""";2 - Второй номер;2 450 000,00;;;5262139094;;;
№ 0132300003720000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132300003720000012;Определение поставщика завершено;Очисткадорогот снега;АДМИНИСТРАЦИЯ ГОРОДА ВОЛОДАРСКА ВОЛОДАРСКОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;24.08.2020;1 600 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0132300003720000012;АДМИНИСТРАЦИЯ ГОРОДА ВОЛОДАРСКА ВОЛОДАРСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ;;;;;;;;;;;;
№ 0332300183120000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300183120000023;Определение поставщика завершено;Разработка проектно-изыскательской документации по объекту «Строительство автомобильнойдороги«Подъезд к животноводческому комплексу СПК «Березники» от автомобильнойдороги22 ОП-РЗ 22 К-0074 «Гагино-Исупово-ст.Ахматово-а/д Ужовка-Б.Болдино-Салганы» Большеболдинского районаНижегородскойобласти».;КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ БОЛЬШЕБОЛДИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;24.08.2020;1 623 750,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300183120000023;УПРАВЛЕНИЕ СЕЛЬСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ БОЛЬШЕБОЛДИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НПО ДОРОГА""";1 - Победитель;961 981,25;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПК ""ВОЛГАДОРПРОЕКТ""";2 - Второй номер;970 100,00;;;3702578694;;;
№ 0332300062620000057;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300062620000057;Определение поставщика завершено;Ремонт автомобильнойдорогипо ул. Мостовая от д. 18 до д. 30, ремонт автомобильнойдорогиот д. 7А по ул. Трудовая до д. 1 пл. Советская в с. Курмыш Пильнинского районаНижегородскойобласти;АДМИНИСТРАЦИЯ ПИЛЬНИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;24.08.2020;1 282 238,28 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300062620000057;АДМИНИСТРАЦИЯ КУРМЫШСКОГО СЕЛЬСОВЕТА ПИЛЬНИНСКОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНИК""";;1 282 238,28;;;5226000410;;;
№ 0332300263720000021;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0332300263720000021;Определение поставщика завершено;"Выполнение проектно-изыскательских работ по объекту ""Реконструкция подъезднойдорогик животноводческому комплексу ООО ""Родник"" с.Вад Вадского районаНижегородскойобласти"".";АДМИНИСТРАЦИЯ ВАДСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;1 632 770,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300263720000021;АДМИНИСТРАЦИЯ ВАДСКОГО МУНИЦИПАЛЬНОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПК ""ВОЛГАДОРПРОЕКТ""";1 - Победитель;1 300 000,00;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОЕКТНО-ИНВЕСТИЦИОННАЯ КОМПАНИЯ""";2 - Второй номер;1 380 000,00;;;5262214390;;;
№ 0332200011220000061;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332200011220000061;Определение поставщика завершено;"Выполнение работ по объекту ""Капитальный ремонт асфальтобетонного покрытиядорогв районе корпусов 2,10, Ивановской башни на территорииНижегородскогоКремля""";УПРАВЛЕНИЕ ДЕЛАМИ ПРАВИТЕЛЬСТВА И РАЗВИТИЯ КАДРОВОГО ПОТЕНЦИАЛАНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;1 394 010,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332200011220000061;УПРАВЛЕНИЕ ДЕЛАМИ ПРАВИТЕЛЬСТВА И РАЗВИТИЯ КАДРОВОГО ПОТЕНЦИАЛА НИЖЕГОРОДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУССКИЙ БИЗНЕС КОНЦЕРН-РУБИКОН""";;1 394 010,00;;;5262021430;;;
№ 0332300033720000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300033720000001;Определение поставщика завершено;"Проектно-изыскательские работы по объекту ""Реконструкция автомобильнойдорогиПодъезд к с/х предприятию в с.Пожарки Сергачского районаНижегородскойобласти от а/д 22 ОП РЗ 22К-0162 ""Работки-Порецкое""";АДМИНИСТРАЦИЯ ПОЖАРСКОГО СЕЛЬСОВЕТА СЕРГАЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;1 906 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300033720000001;АДМИНИСТРАЦИЯ ПОЖАРСКОГО СЕЛЬСОВЕТА СЕРГАЧСКОГО МУНИЦИПАЛЬНОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НПО ДОРОГА""";1 - Победитель;1 696 340,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТИТУТ ""РЯЗАНЬПРОЕКТ""";2 - Второй номер;1 705 870,00;;;3702578694;;;
№ 0832200006620000663;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832200006620000663;Определение поставщика завершено;Восстановление автобусных остановок на автомобильнойдороге(22 ОП РЗ 22К-0061) Выкса-Вознесенское-Сатис км 21+822, км 21+656,км 22+412, км 22+260, км 32+659 в городе областного значения ВыксаНижегородскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕНИЖЕГОРОДСКОЙОБЛАСТИ ""ЦЕНТР РАЗМЕЩЕНИЯ ЗАКАЗАНИЖЕГОРОДСКОЙОБЛАСТИ""";21.08.2020;3 641 697,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832200006620000663;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ГЛАВНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖГАЗСТРОЙ""";;3 641 697,00;;;5247010804;;;
№ 0832200006620000662;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832200006620000662;Определение поставщика завершено;Восстановление автобусных остановок на автомобильныхдорогахобщего пользования регионального и межмуниципального значения Д.Константиновского, Кстовского и Лысковского районовНижегородскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕНИЖЕГОРОДСКОЙОБЛАСТИ ""ЦЕНТР РАЗМЕЩЕНИЯ ЗАКАЗАНИЖЕГОРОДСКОЙОБЛАСТИ""";21.08.2020;15 843 083,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832200006620000662;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ГЛАВНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ""";;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНИК""";;15 763 867,58;;;5250056020;;;
№ 0832200006620000661;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832200006620000661;Определение поставщика завершено;Восстановление автобусных остановок на автомобильныхдорогахобщего пользования межмуниципального значения  в Тоншаевском районеНижегородскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕНИЖЕГОРОДСКОЙОБЛАСТИ ""ЦЕНТР РАЗМЕЩЕНИЯ ЗАКАЗАНИЖЕГОРОДСКОЙОБЛАСТИ""";21.08.2020;4 721 038,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832200006620000661;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ГЛАВНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭСО-СТРОЙ""";;4 721 038,00;;;5239012149;;;
№ 0832300001420000199;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832300001420000199;Определение поставщика завершено;Выполнение работ по ремонту асфальтобетонного покрытия тротуара по ул. Гагарина (от дома №3 по ул. Володарского до дома №8 по ул. Гагарина) в г. СеменовНижегородскойобласти (№ 189 ЭА-08-2020);АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СЕМЕНОВСКИЙНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;372 240,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832300001420000199;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ГОРОДА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРМСТРОЙ""";1 - Победитель;353 628,00;Саргсян светлана камисаровна -.;2 - Второй номер;355 489,20;;;5263079916;;;
№ 0832300001420000198;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832300001420000198;Определение поставщика завершено;Выполнение работ по ремонту основания и асфальтобетонного покрытия тротуара по ул. Глазова (от ул. Пушкина до ул. Фрунзе) в г. СеменовНижегородскойобласти (№ 188 ЭА-08-2020);АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СЕМЕНОВСКИЙНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;1 984 087,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832300001420000198;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ГОРОДА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРМСТРОЙ""";1 - Победитель;1 686 473,80;Саргсян светлана камисаровна -.;2 - Второй номер;1 696 394,24;;;5263079916;;;
№ 0832300001420000197;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832300001420000197;Определение поставщика завершено;Выполнение работ по ремонту асфальтобетонного покрытия ул. Ломоносова (от ул. Чернышевского до ул. 50 лет Октября) в г. СеменовНижегородскойобласти (№ 187 ЭА-08-2020);АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СЕМЕНОВСКИЙНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;3 233 642,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832300001420000197;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ГОРОДА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КАСКАД""";1 - Победитель;2 425 231,50;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ СПЕЦДОРСТРОЙ""";2 - Второй номер;2 441 399,71;;;5263139467;;;
№ 0832200006620000659;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832200006620000659;Определение поставщика завершено;"Модернизация информационной системы ""Мониторинг транспортного потока и оказание государственной услуги ""выдача разрешений на осуществление движения по автомобильнымдорогамрегионального или межмуниципального значенияНижегородскойобласти транспортных средств, осуществляющих перевозки тяжеловесных и (или) крупногабаритных грузов""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕНИЖЕГОРОДСКОЙОБЛАСТИ ""ЦЕНТР РАЗМЕЩЕНИЯ ЗАКАЗАНИЖЕГОРОДСКОЙОБЛАСТИ""";21.08.2020;3 000 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832200006620000659;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ЦЕНТР БЕЗОПАСНОСТИ ДОРОЖНОГО ДВИЖЕНИЯ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""";;3 000 000,00;;;7707049388;;;
№ 0832200006620000657;https://zakupki.gov.ru//epz/order/notice/zp504/view/common-info.html?regNumber=0832200006620000657;Работа комиссии;Строительство автомобильнойдорогиПодъезд к д.Щедрино от а/д Федурино-Чулково в Вачском районеНижегородскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕНИЖЕГОРОДСКОЙОБЛАСТИ ""ЦЕНТР РАЗМЕЩЕНИЯ ЗАКАЗАНИЖЕГОРОДСКОЙОБЛАСТИ""";21.08.2020;19 389 083,79 ₽;;;;;;;;;;;;;;
№ 0332300214720000059;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300214720000059;Определение поставщика завершено;Ремонтдорогместного значения с. Нарышкино ул. Калинина 500м;АДМИНИСТРАЦИЯ ВОЗНЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;751 343,88 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300214720000059;АДМИНИСТРАЦИЯ НАРЫШКИНСКОГО СЕЛЬСОВЕТА ВОЗНЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФСТРОЙ""";;751 343,88;;;5257168420;;;
№ 0332300123420000042;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300123420000042;Определение поставщика завершено;Ремонт участка автомобильнойдорогипо ул.Зверовка км 0+026- км 0+236 в д.Сухоноска Ковернинского муниципального районаНижегородскойобласти;АДМИНИСТРАЦИЯ КОВЕРНИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;1 009 897,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300123420000042;СКОРОБОГАТОВСКАЯ СЕЛЬСКАЯ АДМИНИСТРАЦИЯ КОВЕРНИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОРДОРСТРОЙ""";1 - Победитель;954 352,61;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАП""";2 - Второй номер;959 402,10;;;5246041239;;;
№ 0332300267020000105;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300267020000105;Определение поставщика завершено;Ремонт асфальтобетонного покрытия пешеходного тротуара по нечетной стороне ул. Владимирского (участок от ул. Космонавтов до ул. Пушкина) в г. АрзамасНижегородскойобласти;АДМИНИСТРАЦИЯ ГОРОДА АРЗАМАСАНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;461 368,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300267020000105;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКСТРОЙ-52""";;461 368,00;;;5262352111;;;
№ 0332300267020000104;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300267020000104;Определение поставщика завершено;Ремонт асфальтобетонного покрытия пешеходного тротуара вдоль дома №16 по ул. Вахтерова, по нечетной стороне ул. Калинина (участок от магазина «Мебельная ярмарка» до ул. 9 Мая  в г. АрзамасНижегородскойобласти;АДМИНИСТРАЦИЯ ГОРОДА АРЗАМАСАНИЖЕГОРОДСКОЙОБЛАСТИ;21.08.2020;322 269,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300267020000104;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ГОРОДСКОГО ХОЗЯЙСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКСТРОЙ-52""";;322 269,00;;;5262352111;;;
№ 0832300001420000196;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832300001420000196;Определение поставщика завершено;Выполнение работ по ремонту асфальтобетонного покрытия по ул. Комсомольской (от ул. Чернышевского до дома №48) в г. СеменовНижегородскойобласти (№ 185 ЭА-08-2020);АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СЕМЕНОВСКИЙНИЖЕГОРОДСКОЙОБЛАСТИ;20.08.2020;639 666,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832300001420000196;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ГОРОДА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОРСКАЯ ДОРОЖНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""";1 - Победитель;492 542,82;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРМСТРОЙ""";2 - Второй номер;495 741,15;;;5246022204;;;
№ 0832300001420000195;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832300001420000195;Определение поставщика завершено;Выполнение работ по ремонту асфальтобетонного покрытия по ул. Островского (от ул. Чернышевского до ул. 50 лет Октября) в г. СеменовНижегородскойобласти (№ 184 ЭА-08-2020);АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СЕМЕНОВСКИЙНИЖЕГОРОДСКОЙОБЛАСТИ;20.08.2020;3 436 622,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832300001420000195;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ГОРОДА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КАСКАД""";1 - Победитель;2 543 100,28;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОРСКАЯ ДОРОЖНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""";2 - Второй номер;2 560 283,39;;;5263139467;;;
№ 0832300001420000194;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0832300001420000194;Определение поставщика завершено;Выполнение работ по ремонту асфальтобетонного покрытия по ул. Тимирязева (от ул. Чернышевского до ул. 50 лет Октября) в г. СеменовНижегородскойобласти (№ 183 ЭА-08-2020);АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СЕМЕНОВСКИЙНИЖЕГОРОДСКОЙОБЛАСТИ;20.08.2020;3 661 997,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0832300001420000194;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ГОРОДА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ СПЕЦДОРСТРОЙ""";1 - Победитель;2 984 527,37;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОРСКАЯ ДОРОЖНАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА""";2 - Второй номер;3 002 837,36;;;5228057772;;;
№ 0332300214720000058;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300214720000058;Определение поставщика завершено;Ремонт автомобильнойдорогис твердым покрытием по ул. Водопроводная в р.п. Вознесенское;АДМИНИСТРАЦИЯ ВОЗНЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;20.08.2020;1 568 011,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0332300214720000058;АДМИНИСТРАЦИЯ РАБОЧЕГО ПОСЕЛКА ВОЗНЕСЕНСКОЕ ВОЗНЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФСТРОЙ""";;1 568 011,00;;;5257168420;;;
